coder,discourse_source,tool,text_unit-original,realism_authenticity_frame,human_creativity_cultural_frame,production_control_frame,    realism_benefit_presence,    realism_concern_presence,    human_benefit_presence,    human_concern_presence,    control_benefit_presence,    control_concern_presence,    benefit_score,    concern_score,    balance_score
Eliana,user,Sora 2,"At this point it is genuinly scary, laws won't work on video proofs anymore , deepfakes would be more realistic than ever , much of the work of content creators are gonna vanish , 
 People could forge crime scenes , other bad content with ease , ai was never meant to go beyond simple chatgpt . I believe beyond text ais and chat bots ai was never meant to be used by the general public. These sort of high end stuff should be reserved for research and stuff not for public use , as a hot take , ngl I sort of hate ai now , so many jobs will be removed , so many deepfakes will happen",concern,concern,absent,no,yes,no,yes,no,no,0,2,-2
Eliana,user,Sora 2,this is kinda cool but i’m confused lol,absent,absent,absent,no,no,no,no,no,no,0,0,0
Eliana,user,Sora 2,there is a MASSIVE difference from what the people at openAI thought we would make with sora 2 and what we actually made with it,absent,absent,absent,no,no,no,no,no,no,0,0,0
Eliana,user,Sora 2,this is really upsetting wtf,absent,absent,absent,no,no,no,no,no,no,0,0,0
Eliana,user,Sora 2,this is a horrible thing actually,absent,absent,absent,no,no,no,no,no,no,0,0,0
Eliana,user,Sora 2,can't wait to be able to create infinite anime episodes so i can enter new universes eternally,absent,benefit,absent,no,no,yes,no,no,no,1,0,1
Eliana,user,Sora 2,Look if I can get Flame of Recca the remake it rightfully deserve then big whoop for the animators,absent,benefit,absent,no,no,yes,no,no,no,1,0,1
Eliana,user,Sora 2,"The virtual world is becoming more and more real, and reality is becoming more and more virtual. I can hardly tell which is virtual and which is real anymore.
 
 LoL",concern,absent,absent,no,yes,no,no,no,no,0,1,-1
Eliana,user,Sora 2,"At this rate, animators will be a thing of the past",absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Eliana,user,Sora 2,"Still looks like slop, better luck next time!",absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Eliana,user,Sora 2,"In what world is an AI video of some dog flying through space worth the danger this imposes on society? ChatGPT hasn’t even been around that long and we were doing pretty well before that. People literally use it to write comments on YouTube videos now lmao. What a great existence, just rotting in your bed and having AI do everything for you.",absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Eliana,user,Sora 2,"This was totally a good idea, thanks OpenAI.",absent,absent,absent,no,no,no,no,no,no,0,0,0
Eliana,user,Sora 2,this technology is actually becoming dangerous and needs regulation,absent,absent,absent,no,no,no,no,no,no,0,0,0
Eliana,user,Sora 2,AI slop,absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Eliana,user,Sora 2,"God, we are all so screwed.",absent,absent,absent,no,no,no,no,no,no,0,0,0
Eliana,user,Sora 2,this should never have been created,absent,absent,absent,no,no,no,no,no,no,0,0,0
Eliana,user,Sora 2,AI slop is gone !,absent,benefit,absent,no,no,yes,no,no,no,1,0,1
Eliana,user,Sora 2,"Content Violation, out of nowhere
 OpenAI, fix your dang app.",absent,absent,concern,no,no,no,no,no,yes,0,1,-1
Eliana,user,Sora 2,We're gonna be seeing so much more AI slop 😭😭,absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Eliana,user,Sora 2,At least it's not the dark times,absent,absent,absent,no,no,no,no,no,no,0,0,0
Eliana,user,Sora 2,royalty level ai slop hooray!,absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Eliana,user,Sora 2,At least it cant recreate Geometry dash perfectly!,concern,absent,absent,no,yes,no,no,no,no,0,1,-1
Eliana,user,Sora 2,the invite code concept has gotta be the dumbest thing for a release bro,absent,absent,concern,no,no,no,no,no,yes,0,1,-1
Eliana,user,Sora 2,We're must be Stand With Animation right now!!!,absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Eliana,user,Sora 2,THE ANIME CLIP IS AI??,benefit,absent,absent,yes,no,no,no,no,no,1,0,1
Eliana,user,Sora 2,what's the point of making this???,absent,absent,absent,no,no,no,no,no,no,0,0,0
Eliana,user,Sora 2,"When AI is unstable: ""fuck ai because its stupid its not gonna go anywhere""
 When AI is fixes its problems: ""fuck ai because its gonna take over the world""",absent,absent,absent,no,no,no,no,no,no,0,0,0
Eliana,user,Sora 2,This isn't enough to bring about the future I foresaw. Your technology must weild more influence and capability.,absent,absent,concern,no,no,no,no,no,yes,0,1,-1
Eliana,user,Sora 2,every time i think ai generated stuff can’t get any worse i does,absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Eliana,user,Sora 2,This not good...,absent,absent,absent,no,no,no,no,no,no,0,0,0
Eliana,user,Sora 2,"Ah yes, let’s just completely erode trust and truth in our society, surely there won’t be horrific consequences.",concern,absent,absent,no,yes,no,no,no,no,0,1,-1
Eliana,user,Sora 2,"Damn, never thought that my almost 30yo. Ass is getting scammed in the future, feeling like these boomers when Microsoft India calls",concern,absent,absent,no,yes,no,no,no,no,0,1,-1
Eliana,user,Sora 2,"Sora 2?
 Don't you mean Skynet 3.0?",absent,absent,absent,no,no,no,no,no,no,0,0,0
Eliana,user,Sora 2,we build the torment nexus,absent,absent,absent,no,no,no,no,no,no,0,0,0
Eliana,user,Sora 2,oh so i'm getting all my money stolen when i'm a crinkly old man got it,concern,absent,absent,no,yes,no,no,no,no,0,1,-1
Eliana,user,Sora 2,man-made horrors beyond human comprehension,absent,absent,absent,no,no,no,no,no,no,0,0,0
Yuanye,user,Kling 3.0 Series,"Yup, you have a new user. Looks like it has everything i would need",absent,absent,benefit,no,no,no,no,yes,no,1,0,1
Yuanye,user,Kling 3.0 Series,But where is the fun... Why is everything related to women only? Where are men? Where are heroes? 😢,absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Yuanye,user,Kling 3.0 Series,"Kling CEO: IT'SSSSSSSSSSSSSSSSSSSSS TIMEEEEEEEEEEEEEEEEE to make a promo for Kling 3 release.
 Intern at Kling hearing the CEO shout like Bruce Buffer: Here's an AI generated Rose Namajunas :p
 Kling CEO: Approved!",absent,absent,absent,no,no,no,no,no,no,0,0,0
Yuanye,user,Kling 3.0 Series,Still has that waxy AI slop look with oversaturated colors.,concern,absent,absent,no,yes,no,no,no,no,0,1,-1
Yuanye,user,Kling 3.0 Series,Good for KlingAi... just is the new benchmark,absent,absent,benefit,no,no,no,no,yes,no,1,0,1
Yuanye,user,Kling 3.0 Series,"Like I said, but v5 Hollywood is dead.",absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Yuanye,user,Kling 3.0 Series,why Kling 3 takes so long for image-to-video generation? It takes almost 3 hours for each video.,absent,absent,concern,no,no,no,no,no,yes,0,1,-1
Yuanye,user,Kling 3.0 Series,Hollywood cooked.😮,absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Yuanye,user,Kling 3.0 Series,Terrible violence disgusting video. Sad that this what you using to promote your technology,absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Yuanye,user,Kling 3.0 Series,"This is a game changer, Damn !",absent,absent,benefit,no,no,no,no,yes,no,1,0,1
Yuanye,user,Kling 3.0 Series,This is not real model. This is bolliwood under the hood sir !,concern,absent,absent,no,yes,no,no,no,no,0,1,-1
Yuanye,user,Kling 3.0 Series,I love you. My new episode is waiting for this ❤,absent,absent,absent,no,no,no,no,no,no,0,0,0
Yuanye,user,Kling 3.0 Series,This is about to make my movies to the next level ❤,absent,absent,benefit,no,no,no,no,yes,no,1,0,1
Yuanye,user,Kling 3.0 Series,"All in one, ONE FOR ALL? Well With this update we can really GO BEYOND, this Is a really PLUS ULTRA moment for the film and entertainment industry",absent,benefit,benefit,no,no,yes,no,yes,no,2,0,2
Yuanye,user,Kling 3.0 Series,"Kling, if you're reading this, I want to give you a huge recommendation that I'm not sure if this latest 3.0 and Omni release have mastered. We need more fine-tune control over the voice generation for characters. Let me explain what I mean. In order for any video generator to be able to get to ElevenLabs quality of voices not sounding too ""AI'ish"" (digitally manufactured), we need pretty much as close as possible to the fine-tune controls over the tone and pitch of voice generation, as seen in ElevenLabs. Many pros in this field, still lean on generating the audio narration of people speaking, via ElevenLabs, and then port the audio files from ElevenLabs over to the video generator (Kling). While it is awesome that the voice and narrations can be generated natively inside the Video generated clip, if the voice still sounds too digitally manufactured, it becomes a ""pro vs con"" between two different workflows. If we go with the native voice gen inside Kling (for example), we get tight lip sync and integrated facial expressions, but a possible inferior voice tone. If we go the ElevenLabs workflow, where we generate the spoken lines before generating the video in Kling, we get as lifelike as possible vocals, but risk getting reduced lip sync accuracy by the time it gets used in the video generation. The best of both worlds, is to have Kling be able to fine tune the vocals of a character, by having a wider variety of vocal tones, and also being able to prompt to tell the video generator, 'how' we want the character to sound, and simply via prompting, the vocal tones are tweaked to sound as accurate (and lifelike) as possible the characters in the video generation. Who knows, it might be something as easy as letting us add a ""sample audio file"" from ElevenLabs into Kling, and Kling takes that audio file simply as a vocal reference of what the character's voice should sound like, so then at that point ElevenLabs is only used to make a short 5-10 second vocal audio file, and then Kling having ""listened"" to the vocal sample audio file, knows how to make our character sound from then on, anytime we prompt that character to speak their lines. If this is something that Kling 3.0 and Omni 3 can already do, there needs to be more vidoe tutorials ASAP. If the vocals prompting thing is not there yet in Kling 3.0 and Omni 3, I just gave you your next objective to master in future roll-outs. It looks like this latest version has done tremendous work to advance camera control, scene control, and even lip sync control, but we need that final polish that is so absolutely important to high quality compelling storytelling, where the characters' voices need to have fine-tuned realism, so that 10,000 videos out there don't have the same 50 sounding voices. ☺️🙏🏼",both,benefit,both,yes,yes,yes,no,yes,yes,3,2,1
Yuanye,user,Kling 3.0 Series,"Been using Kling almost daily since the first day it launched, and these updates just keep getting more and more epic! 2026 is already off to an amazing start!",absent,absent,benefit,no,no,no,no,yes,no,1,0,1
Yuanye,user,Kling 3.0 Series,"The Multi-Shot feature in Kling is a great addition. But what would make it even better is if we could upload an image for each shot. If I’m doing a 15 second generation, I might have up to 5 shots in there (3 seconds per shot). In this case, it’s a lengthy generation, so I want to be able to at least upload an image for each shot. It’s not enough to just have a single Start Frame & End Frame for the entire 15 second generation. Instead, I want to be able to upload an image for each shot in that generation, so the AI will be able to use ‘Image to Video’ for each shot, instead of guessing what each of the 5 different shots will look like. As someone who really wants to be the director of my own AI film, this level of control truly matters.",absent,benefit,both,no,no,yes,no,yes,yes,2,1,1
Yuanye,user,Kling 3.0 Series,Wish there were tutorials for the product releases ... so overwhelming in a good way.,absent,absent,benefit,no,no,no,no,yes,no,1,0,1
Yuanye,user,Kling 3.0 Series,"THIS IS FREAKING AMAZING!!!
 Now it's only a matter of time before we get a Kling World Model too...",absent,benefit,absent,no,no,yes,no,no,no,1,0,1
Yuanye,user,Kling 3.0 Series,"Ok you guys need to stop advertising new models like they are OUT NOW when they aren't ... For a week at least I've been seeing all kinds of demos around 3.0 . I was building a project in 2.6 - decided to restart fresh .. rebuild a whole ChatGPT project folder around 3.0 to help with storyboard, 3.0 capabilities, etc .... only to then realize it's only out for Ultra subscribers - NOT general public .. and I couldn't be more mad. I should of checked on the platform first, yes... I must not be the only one in this situation so there, its said.",absent,absent,concern,no,no,no,no,no,yes,0,1,-1
Yuanye,user,Kling 3.0 Series,"Very Epic, but make sure it doesn't replace actual actors and directors (No, I'm not that stupid to think that it's possible now, but who knows what will come next)",absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Yuanye,user,Kling 3.0 Series,They should have made trailer similar to kling 2.0 trailer this video looks less interesting and boring,absent,absent,absent,no,no,no,no,no,no,0,0,0
Yuanye,user,Kling 3.0 Series,but why subscribers (non-ultra plan) can't try it ? while outsiders could try it for free (10 credits) in official site? so strange,absent,absent,concern,no,no,no,no,no,yes,0,1,-1
Yuanye,user,Kling 3.0 Series,"This is close, but I’m hoping for a few more improvements to increase control. As someone who wants to direct my own AI movie, I want control over the composition of each shot. I also want control over the facial expressions of each character in the scene (sure, the acting has definitely improved in this version of Kling, but good acting doesn’t necessarily mean that it fits the specific vibe I’m looking for). Most importantly, I want to choose consistent voices, so my character’s voice won’t change into something different in each generation. The consistent voices need to work not just with shots that only have a single character, but also with shots where multiple characters appear. In other words, if a generation has shots with multiple consistent characters, then I need to be able to select multiple consistent voices for that generation to represent each of my characters.",benefit,absent,both,yes,no,no,no,yes,yes,2,1,1
Yuanye,user,Kling 3.0 Series,"1:07 ""Image Gneration"", the accent in ""desafío"" is mispronounced, it's not loading the accent. Other than that a SOTA product!",concern,absent,benefit,no,yes,no,no,yes,no,1,1,0
Yuanye,user,Kling 3.0 Series,It's too much. Something new every week.,absent,absent,concern,no,no,no,no,no,yes,0,1,-1
Yuanye,user,Kling 3.0 Series,"Being a director is having a perspective and a vision, not completely forfeiting your creativity to AI to do it for you",absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Yuanye,user,Kling 3.0 Series,This is low key hilarious,absent,absent,absent,no,no,no,no,no,no,0,0,0
Yuanye,user,Kling 3.0 Series,Why is the free queue so busy?,absent,absent,concern,no,no,no,no,no,yes,0,1,-1
Yuanye,user,Kling 3.0 Series,"I don't know if it's the same everywhere with Kling 3.0 but the past 2 days the censorship of the model on higgsfield got so bad, you can't even generate any video with any realistic looking humans in it anymore.",absent,absent,concern,no,no,no,no,no,yes,0,1,-1
Yuanye,user,Kling 3.0 Series,3.0 is garbage. Probably will unsubscribe now.,absent,absent,concern,no,no,no,no,no,yes,0,1,-1
Yuanye,user,Kling 3.0 Series,FUCK AI,absent,absent,absent,no,no,no,no,no,no,0,0,0
Yuanye,user,Kling 3.0 Series,A detailed tutorial would be nice😉,absent,absent,benefit,no,no,no,no,yes,no,1,0,1
Yuanye,user,Kling 3.0 Series,I LOVE KLING. Been using it forever. But how do you get consistent voices ?,absent,absent,benefit,no,no,no,no,yes,no,1,0,1
Yuanye,user,Kling 3.0 Series,Kling !! Why cant we do ?? Motion control in 4k ?? I'm ready to pay higher amount. Pls pls pls release that model 😭😭😭😭,absent,absent,benefit,no,no,no,no,yes,no,1,0,1
Yuanye,user,Kling 3.0 Series,Great! Does it allow voice upload for consistant voice or?,absent,absent,benefit,no,no,no,no,yes,no,1,0,1
Yuanye,user,Kling 3.0 Series,"AI's unique colors are gradually disappearing, making it look more realistic.",benefit,absent,absent,yes,no,no,no,no,no,1,0,1
Yuanye,user,Kling 3.0 Series,man kling i would love yall do a movie series with kling lets see if it can past seedance 2.,absent,benefit,absent,no,no,yes,no,no,no,1,0,1
Yuanye,user,Kling 3.0 Series,"Very enjoyable ad. Kling is actually quite amazing when it comes to putting together video ads. Stuff that required a budget of thousands of dollars, now can be made with credits worth $10-$20. Can't wait to see the next steps of the progress!",absent,absent,benefit,no,no,no,no,yes,no,1,0,1
Yuanye,user,Kling 3.0 Series,"On you Kling app site I do not see that you can choose between these 3 models... Kling 3.0, Kling 3.0 Omni and 3.0 Motion Control.",absent,absent,concern,no,no,no,no,no,yes,0,1,-1
Yuanye,user,Kling 3.0 Series,Not too sure sure what im looking at here? those 2 guys at the beginning are real? This is so confusing to how all this is made?,concern,absent,absent,no,yes,no,no,no,no,0,1,-1
Yuanye,user,Kling 3.0 Series,this is like seedance 2.0 but this looks amazing wow,absent,absent,benefit,no,no,no,no,yes,no,1,0,1
Yuanye,user,Kling 3.0 Series,Amazing....thank you for your services this will change the course of history.,absent,absent,benefit,no,no,no,no,yes,no,1,0,1
Yuanye,user,Kling 3.0 Series,Perfect. My story AI video on channel,absent,benefit,absent,no,no,yes,no,no,no,1,0,1
Yuanye,user,Kling 3.0 Series,"I would pay to watch a whole series about this old man looking for his cat.
 
 (Edit: I might actually do it myself)",absent,benefit,absent,no,no,yes,no,no,no,1,0,1
Yuanye,user,Kling 3.0 Series,Absolutely CINEMA,absent,benefit,absent,no,no,yes,no,no,no,1,0,1
Yuanye,user,Kling 3.0 Series,"Kling 3 vs. Seedance 2 — stop playing it safe. Push the boundaries. Give us real :: video-to-video :: control, not just prompt gambling.
 Keep the original 3D mesh and geometry intact so advanced CGI artists and engineers can use it as a true render engine for the new era. Waiting for Kling 4.🔥",absent,both,benefit,no,no,yes,yes,yes,no,2,1,1
Yuanye,user,Kling 3.0 Series,I don't see it on AWS Bedrock... you are not fully rolled out yet?,absent,absent,concern,no,no,no,no,no,yes,0,1,-1
Yuanye,user,Kling 3.0 Series,"Wow! Incredible progress, I love it!",absent,absent,benefit,no,no,no,no,yes,no,1,0,1
Yuanye,user,Kling 3.0 Series,Can't believe this is the reason personal computing is becoming extinct,absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Zhenming,user,Veo 3,We are so screwed 🌂,absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,REAL??,absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,seeing this as a 3d student… I am cooked,absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,We are a few years away from political slanders generated using AI,concern,absent,absent,no,yes,no,no,no,no,0,1,-1
Zhenming,user,Veo 3,Oh no. Who is gonna blackwashing European fairytales now,absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,No need for actors now,absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Zhenming,user,Veo 3,"C'mon Google, it's ""anchors aweigh"". If only there were a place to look that up right quick",concern,absent,absent,no,yes,no,no,no,no,0,1,-1
Zhenming,user,Veo 3,now we can make dragon ball moview ourself,absent,benefit,absent,no,no,yes,no,no,no,1,0,1
Zhenming,user,Veo 3,It took me a while to realize this is AI 🤖,benefit,absent,absent,yes,no,no,no,no,no,1,0,1
Zhenming,user,Veo 3,The government needs to do something otherwise we are all jobless 😂,absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Zhenming,user,Veo 3,we are cooked ☠️,absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,I still can’t get sound,absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,I remembered when photoshop came out..this is normal same thing as photoshop. .Few decades ago but why be surprised with A.l.just starting. Flow,absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,Creepy,absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,"Were cooked, the ai talkiny actually sounds like it has emotion",benefit,absent,absent,yes,no,no,no,no,no,1,0,1
Zhenming,user,Veo 3,"""don't give up, you've got a reason to live"" very subtle, Google",absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,This is mind blowing,absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,Imagine in 10 years we have to watch ai generated movies 😞,absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Zhenming,user,Veo 3,So this year's I/O keynote is just going to be another couple hours of shoving AI slop down our throats. Thank God I'm skipping it yet again then.,absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,"No actors needed anymore for the movies, and no more vlogger needed to create any channels, and no more news anchor needed to report news. 👍👌",absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Zhenming,user,Veo 3,HOT SOULLESS AI SLOP,absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,It doesn't look like AI-generated,benefit,absent,absent,yes,no,no,no,no,no,1,0,1
Zhenming,user,Veo 3,"Not only is this absolutely soulless AI Slop, but its millennial cringe with the emphasis on capybaras and otters.",absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,Google releasing movies now?,absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,"i need better than Minority Reports, i need layers and colors and just much complex room if digitial worhsip room.",absent,absent,concern,no,no,no,no,no,yes,0,1,-1
Zhenming,user,Veo 3,"Was this video idea requested by a viewer & why ? Or ,is this merely an example demo of what's available, /possible +/-.?",absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,"Been a while since i disliked a video.
 Who did not like this?
 Like this comment.",absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,Funny that in order to make the video more appealing they ended up resorting to human-made music. Let's not be tricked. Any emotion you might feel from this video comes from the song and not from the AI soulless slop.,concern,concern,absent,no,yes,no,yes,no,no,0,2,-2
Zhenming,user,Veo 3,But where's will smith eating pasta?,concern,absent,absent,no,yes,no,no,no,no,0,1,-1
Zhenming,user,Veo 3,Brainrot Google before GTA 6 is crazy,absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,"They made everything using using AI , but not their logo in the last, not the animation used in the logo, they made using after effects why? Because they also know , AI can only create what it like and what's look good , but AI can never create something we want it to create...🙏",absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Zhenming,user,Veo 3,"As a VFX artist, filmmaker, and 3D creator here on youtube....this video gives me hope that our industry will be needed more than ever to create content that is actually directable and not just AI slop. Very cool tech....but limited use cases for now.",absent,both,concern,no,no,yes,yes,no,yes,1,2,-1
Zhenming,user,Veo 3,This is scary...,absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,"There are surely people here who find the critisisms to Google repulsive when they've created a brilliant breakthrough, so I would like to explain why people don't like this:
 
 This guarantees that in the future, you won't know if there is a human soul that created the very media you are enjoying, and there is a despair to that; to know that you are in fact, alone. Though very lacking, there is at least a human connection from people who make non generative content, and that very menial connection, is lost. Human art becomes more shallow as it loses human touch, and in modern fantasy terms, Google is committing Necromancy",concern,concern,absent,no,yes,no,yes,no,no,0,2,-2
Zhenming,user,Veo 3,"You can tell that the techo-facists who produced this think they're creative geniuses when this is perhaps the most inane thing that could ever be connived of. These companies try to sell us on the ""endless possibilities"" of this tech but then give us sloppily rendered banality.",absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Zhenming,user,Veo 3,"Good. Finally, i can create my own Alien Movie f... Ridley Scott 😂😂😂",absent,benefit,absent,no,no,yes,no,no,no,1,0,1
Zhenming,user,Veo 3,Still has plenty of AI vibe to fix,absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,"As a designer and animator, I genuinely welcome tools that can turn typing into reality — but after four years, the one thing that hasn’t changed is that unmistakable “AI-visual greasiness.” :face-blue-wide-eyes:",concern,absent,concern,no,yes,no,no,no,yes,0,2,-2
Zhenming,user,Veo 3,ai slop,absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,"Google turned off comment section of ""Google I/O '25 Keynote""
 
 Very welcoming...",absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,"People's ignorance these days is reaching insanity. Veo 2 was released half a year ago and already was and partially is STILL SOTA and now Google is releasing Veo 3?! Like what?! That's an insane speed! And the video quality is beyond amazing. The speed of progressive is absolutely insane and people don't realize it.
 Google is gonna win the race for sure.",absent,absent,benefit,no,no,no,no,yes,no,1,0,1
Zhenming,user,Veo 3,"i really love AI if it is useful and used responsibly, not commercially like sell sugary soda and processed food
 i see in 10-20 years we have the ORGANIC revolution without phones, AI, human sppaces in the internet, full human art etc... consumed by 12% of humanity while the rest will be eating AI junk info
 still, AI is good in itself but we should stop this madness like we should have before sugary drinks and pesticides
 but i guess AI doctors will be able to diagnose diabetes from vioce soon, YEAH!
 and recommend organic food and how to avoid junk...",absent,both,absent,no,no,yes,yes,no,no,1,1,0
Zhenming,user,Veo 3,We're doomed!!!,absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,"Why everything feels like AAA gameplay graphics.
 There A.I. are actually trained on real video or Video games.?",absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,"Wow, smeary 1080p has finally arrived",absent,absent,concern,no,no,no,no,no,yes,0,1,-1
Zhenming,user,Veo 3,Time to change the field,absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,Audiovisual... Illustration... Super,absent,absent,absent,no,no,no,no,no,no,0,0,0
Zhenming,user,Veo 3,This feels very unsettling and sad...I hope this isn't the sort of art we have to look forward to in the future. Props to all the hard problem-solving that went into making this but the end product truly is very depressing :(,absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Zhenming,user,Veo 3,"Well, well... music still generated by humans? Deceitful, Google!",absent,concern,absent,no,no,no,yes,no,no,0,1,-1
Zhenming,user,Veo 3,"You guys are setting up yourselves for apple to be like "" we do human works for our human users "" because this comes around as cheap glass passed up as dismonds",absent,concern,absent,no,no,no,yes,no,no,0,1,-1
